red,green,code,blue,nir,maingrid,swir1,swir2,randomc,value,OGC_FID,subgrid
1262.0000,1032.0000,-37.610994_-11.812895,631.0000,2377.0000,SC-24-Z-C,3028.0000,2447.0000,0.380359880718568,1,140352,SC-24-Z-C-VI
974.0000,843.5000,-37.609558_-11.813254,543.0000,2558.0000,SC-24-Z-C,2604.5000,1921.0000,0.471527092774361,1,140376,SC-24-Z-C-VI
974.0000,843.5000,-37.609558_-11.812895,543.0000,2558.0000,SC-24-Z-C,2604.5000,1921.0000,0.131972445481585,1,140366,SC-24-Z-C-VI
968.0000,855.0000,-37.609558_-11.812536,524.0000,2439.0000,SC-24-Z-C,2497.0000,1872.0000,0.998445500563661,1,140364,SC-24-Z-C-VI
1210.0000,985.0000,-37.610276_-11.812895,603.0000,2271.5000,SC-24-Z-C,2867.5000,2272.0000,0.270018417041791,1,140373,SC-24-Z-C-VI
1534.0000,1425.5000,-37.613866_-11.81469,932.0000,2282.5000,SC-24-Z-C,2518.5000,2019.0000,0.742063436768892,1,140355,SC-24-Z-C-VI
1069.0000,858.0000,-37.614584_-11.813972,530.0000,2614.0000,SC-24-Z-C,2534.0000,1625.0000,0.960195099215585,1,140365,SC-24-Z-C-VI
1236.0000,1017.0000,-37.613507_-11.813972,604.0000,2680.0000,SC-24-Z-C,2921.0000,2177.0000,0.092932466652061,1,140369,SC-24-Z-C-VI
1474.5000,1106.0000,-37.613148_-11.813613,639.5000,2637.5000,SC-24-Z-C,3098.0000,2213.5000,0.324705410273881,1,140357,SC-24-Z-C-VI
1551.0000,1391.0000,-37.612071_-11.813254,949.0000,2318.0000,SC-24-Z-C,2571.0000,2062.0000,0.094238874123904,1,140370,SC-24-Z-C-VI
1248.5000,1008.5000,-37.612789_-11.814331,668.5000,2432.0000,SC-24-Z-C,2439.5000,1796.5000,0.991879333605071,1,140350,SC-24-Z-C-VI
841.0000,765.0000,-37.613148_-11.81469,484.0000,2502.0000,SC-24-Z-C,2089.0000,1443.0000,0.061481464204555,1,140367,SC-24-Z-C-VI
1143.0000,968.0000,-37.949531_-11.943212,658.0000,2614.0000,SC-24-Z-C,2564.5000,1765.5000,0.180507103578711,1,140348,SC-24-Z-C-VI
1058.0000,1004.0000,-37.94989_-11.942494,705.0000,2784.0000,SC-24-Z-C,1980.0000,1115.0000,0.645575349822289,1,140349,SC-24-Z-C-VI
966.0000,949.0000,-37.949531_-11.942494,646.0000,3020.0000,SC-24-Z-C,2217.0000,1617.0000,0.677123847675860,1,140347,SC-24-Z-C-VI
1542.0000,1397.5000,-37.948454_-11.942494,1070.0000,2242.0000,SC-24-Z-C,2550.0000,2104.5000,0.400688676159120,1,140346,SC-24-Z-C-VI
1222.0000,1050.5000,-37.948095_-11.942853,688.0000,2293.0000,SC-24-Z-C,2564.0000,1905.0000,0.614591720608466,1,140345,SC-24-Z-C-VI
1536.0000,1441.5000,-37.944146_-11.802484,1042.5000,2402.5000,SC-24-Z-C,2988.5000,2278.5000,0.410178014971087,1,140380,SC-24-Z-C-VI
1428.5000,1234.0000,-37.944505_-11.803202,898.0000,2138.0000,SC-24-Z-C,2677.5000,2152.5000,0.112795806434907,1,140378,SC-24-Z-C-VI
1796.0000,1607.5000,-37.943787_-11.802843,1150.0000,2554.0000,SC-24-Z-C,3060.5000,2446.5000,0.754316006876155,1,140377,SC-24-Z-C-VI
1449.0000,1215.5000,-37.943069_-11.802843,850.0000,2198.0000,SC-24-Z-C,2671.0000,2174.0000,0.555847543084191,1,140383,SC-24-Z-C-VI
1102.0000,888.5000,-37.942351_-11.802843,570.5000,2633.0000,SC-24-Z-C,2875.0000,2034.5000,0.604314285937266,1,140381,SC-24-Z-C-VI
1220.0000,1190.0000,-37.939838_-11.508104,864.0000,3030.0000,SC-24-Z-C,3198.0000,1928.0000,0.651549443913111,1,140485,SC-24-Z-C-VI
884.5000,943.5000,-37.939479_-11.506668,649.0000,3161.0000,SC-24-Z-C,2317.5000,1347.0000,0.050582645773155,1,140494,SC-24-Z-C-VI
1151.5000,1164.0000,-37.939479_-11.505591,835.0000,3441.5000,SC-24-Z-C,2863.0000,1708.0000,0.223217432630392,1,140488,SC-24-Z-C-VI
1285.5000,1274.5000,-37.938761_-11.50595,912.0000,3205.5000,SC-24-Z-C,2946.0000,1622.5000,0.875645295336191,1,140490,SC-24-Z-C-VI
856.0000,903.0000,-37.93912_-11.506309,635.0000,3258.0000,SC-24-Z-C,2257.0000,1130.5000,0.590137808372749,1,140491,SC-24-Z-C-VI
880.0000,904.5000,-37.938761_-11.506668,641.0000,2982.0000,SC-24-Z-C,2310.5000,1258.0000,0.278131462204594,1,140486,SC-24-Z-C-VI
1110.0000,1047.0000,-37.939479_-11.507027,794.0000,3311.0000,SC-24-Z-C,2893.0000,1809.0000,0.857297161968861,1,140487,SC-24-Z-C-VI
1100.0000,1080.0000,-37.939479_-11.508104,780.5000,3152.5000,SC-24-Z-C,3015.5000,1828.5000,0.483900229196382,1,140493,SC-24-Z-C-VI
1046.0000,1005.0000,-37.938761_-11.507386,673.0000,3126.0000,SC-24-Z-C,2647.0000,1535.0000,0.527161129174128,1,140492,SC-24-Z-C-VI
929.0000,950.0000,-37.938043_-11.50595,665.0000,3071.5000,SC-24-Z-C,2409.5000,1291.0000,0.987368629060733,1,140484,SC-24-Z-C-VI
929.0000,921.0000,-37.937684_-11.50595,660.5000,2981.0000,SC-24-Z-C,2428.0000,1345.0000,0.939248944229435,1,140489,SC-24-Z-C-VI
1269.0000,1035.0000,-37.785827_-11.565544,655.0000,2707.0000,SC-24-Z-C,2838.0000,2080.0000,0.106316562213143,1,140387,SC-24-Z-C-VI
510.0000,543.0000,-37.785468_-11.564826,314.0000,2962.0000,SC-24-Z-C,1751.0000,837.0000,0.318080152334486,1,140394,SC-24-Z-C-VI
483.0000,568.5000,-37.78475_-11.564467,352.5000,3010.5000,SC-24-Z-C,1636.5000,894.5000,0.287172700702308,1,140391,SC-24-Z-C-VI
860.5000,845.5000,-37.785109_-11.565903,534.5000,3016.5000,SC-24-Z-C,2386.5000,1426.5000,0.296462650743185,1,140395,SC-24-Z-C-VI
1016.0000,944.5000,-37.785827_-11.566262,652.0000,2755.5000,SC-24-Z-C,2752.0000,1881.0000,0.615929330995641,1,140405,SC-24-Z-C-VI
956.5000,953.5000,-37.78475_-11.565903,587.5000,3176.0000,SC-24-Z-C,2603.5000,1705.5000,0.771056367592441,1,140392,SC-24-Z-C-VI
1069.0000,1018.0000,-37.782955_-11.564826,636.0000,3122.0000,SC-24-Z-C,2589.0000,1728.0000,0.443090351621149,1,140404,SC-24-Z-C-VI
1027.0000,923.0000,-37.783673_-11.564826,585.0000,2320.0000,SC-24-Z-C,2519.0000,1582.0000,0.429929169583580,1,140397,SC-24-Z-C-VI
941.0000,818.0000,-37.784032_-11.565185,595.0000,2401.0000,SC-24-Z-C,2620.0000,1849.0000,0.034786605212984,1,140406,SC-24-Z-C-VI
577.0000,626.0000,-37.783673_-11.565185,395.0000,3122.0000,SC-24-Z-C,1886.0000,940.0000,0.355969848102241,1,140384,SC-24-Z-C-VI
1095.0000,1036.0000,-37.783673_-11.565903,676.0000,2829.0000,SC-24-Z-C,2702.0000,1847.0000,0.122166366732791,1,140388,SC-24-Z-C-VI
822.5000,818.5000,-37.784391_-11.565185,524.5000,2714.0000,SC-24-Z-C,2342.0000,1479.0000,0.232654560454990,1,140399,SC-24-Z-C-VI
1249.5000,1100.5000,-37.78475_-11.565185,761.0000,2693.5000,SC-24-Z-C,2665.0000,1946.0000,0.557169453092417,1,140400,SC-24-Z-C-VI
1161.0000,1060.0000,-37.784391_-11.564826,756.5000,2372.5000,SC-24-Z-C,2766.5000,2044.5000,0.823923051397628,1,140386,SC-24-Z-C-VI
1347.0000,1224.0000,-37.784391_-11.563749,871.0000,2753.5000,SC-24-Z-C,2770.0000,2001.0000,0.458461637723085,1,140390,SC-24-Z-C-VI
1257.0000,1187.0000,-37.784032_-11.564467,765.0000,3071.0000,SC-24-Z-C,2940.0000,2051.0000,0.201784752433927,1,140403,SC-24-Z-C-VI
1138.0000,995.0000,-37.783314_-11.564467,675.0000,2561.0000,SC-24-Z-C,2756.0000,2003.0000,0.692697623873675,1,140407,SC-24-Z-C-VI
940.0000,953.0000,-37.782955_-11.564108,595.0000,3322.0000,SC-24-Z-C,2349.0000,1419.0000,0.125784071374597,1,140385,SC-24-Z-C-VI
970.5000,906.5000,-37.783314_-11.563749,609.5000,2722.0000,SC-24-Z-C,2498.0000,1650.5000,0.145362353148120,1,140402,SC-24-Z-C-VI
533.5000,675.0000,-37.78475_-11.563749,385.5000,3125.0000,SC-24-Z-C,1840.5000,947.0000,0.456624173809139,1,140389,SC-24-Z-C-VI
469.5000,547.5000,-37.785109_-11.564467,412.0000,3067.0000,SC-24-Z-C,1619.0000,812.5000,0.072367361534870,1,140398,SC-24-Z-C-VI
1005.0000,953.0000,-37.785827_-11.564108,655.0000,3029.0000,SC-24-Z-C,2694.0000,1809.0000,0.997366808428786,1,140393,SC-24-Z-C-VI
643.0000,709.0000,-37.785827_-11.563749,435.0000,2967.0000,SC-24-Z-C,1992.0000,889.0000,0.674576199721396,1,140396,SC-24-Z-C-VI
649.0000,716.0000,-37.754953_-11.477948,448.0000,3225.0000,SC-24-Z-C,2099.0000,1222.0000,0.008754798661596,1,125632,SC-24-Z-C-III
1001.0000,1078.0000,-37.754953_-11.478307,656.0000,3110.0000,SC-24-Z-C,2830.0000,1997.0000,0.455374478603729,1,125629,SC-24-Z-C-III
1692.0000,1321.0000,-37.755671_-11.477948,939.0000,2873.0000,SC-24-Z-C,3499.0000,2705.0000,0.339909383106875,1,125630,SC-24-Z-C-III
1237.0000,1079.0000,-37.756389_-11.476512,786.0000,1877.0000,SC-24-Z-C,1778.0000,1493.0000,0.355532745656320,1,125631,SC-24-Z-C-III
1184.0000,886.0000,-37.839677_-11.373479,572.0000,2400.0000,SC-24-Z-C,2693.0000,2060.0000,0.768716923447465,1,125638,SC-24-Z-C-III
1108.0000,955.0000,-37.840395_-11.372761,629.0000,2438.0000,SC-24-Z-C,2628.0000,1898.0000,0.329433822347030,1,125635,SC-24-Z-C-III
1308.0000,1080.0000,-37.841113_-11.373838,664.0000,2215.5000,SC-24-Z-C,2852.5000,2064.5000,0.283775944382686,1,125639,SC-24-Z-C-III
1240.0000,1124.0000,-37.841472_-11.374197,789.0000,2159.0000,SC-24-Z-C,2890.0000,2234.0000,0.175040937595800,1,125634,SC-24-Z-C-III
1145.0000,955.0000,-37.840754_-11.375274,629.0000,2354.0000,SC-24-Z-C,2852.0000,1954.0000,0.221806233169446,1,125636,SC-24-Z-C-III
1153.0000,1024.5000,-37.84219_-11.375633,749.5000,2453.0000,SC-24-Z-C,2529.5000,1796.0000,0.518954345400554,1,125637,SC-24-Z-C-III
1015.0000,931.0000,-37.931222_-11.503078,670.0000,2958.0000,SC-24-Z-C,2235.0000,1272.0000,0.883615928186535,1,140540,SC-24-Z-C-VI
1324.0000,1164.0000,-37.931222_-11.502719,797.0000,3367.0000,SC-24-Z-C,2760.0000,1596.0000,0.941674192766720,1,140500,SC-24-Z-C-VI
722.5000,790.5000,-37.93194_-11.502719,536.5000,2942.5000,SC-24-Z-C,1880.0000,930.0000,0.536906187825518,1,140522,SC-24-Z-C-VI
1207.0000,1081.0000,-37.93194_-11.50236,782.0000,3090.0000,SC-24-Z-C,2272.0000,1381.0000,0.988413988927063,1,140527,SC-24-Z-C-VI
942.0000,933.5000,-37.932658_-11.50236,718.0000,2413.0000,SC-24-Z-C,1807.0000,1048.0000,0.597485266855363,1,140521,SC-24-Z-C-VI
1042.0000,1040.0000,-37.933017_-11.502001,722.0000,3234.0000,SC-24-Z-C,2790.0000,1657.0000,0.412685345397714,1,140502,SC-24-Z-C-VI
816.0000,875.0000,-37.933017_-11.502719,686.0000,3248.0000,SC-24-Z-C,2234.0000,1271.0000,0.355702372101012,1,140544,SC-24-Z-C-VI
814.5000,866.5000,-37.932299_-11.503437,616.5000,2760.5000,SC-24-Z-C,1642.0000,893.0000,0.903698007276339,1,140514,SC-24-Z-C-VI
801.0000,869.0000,-37.933376_-11.503796,625.5000,3193.5000,SC-24-Z-C,2101.5000,1106.5000,0.915640595178024,1,140515,SC-24-Z-C-VI
791.0000,877.0000,-37.932658_-11.503437,637.5000,3159.0000,SC-24-Z-C,2269.0000,1152.5000,0.291354092819224,1,140510,SC-24-Z-C-VI
979.0000,961.0000,-37.932299_-11.504155,669.0000,3035.0000,SC-24-Z-C,2541.0000,1499.0000,0.608714013124126,1,140517,SC-24-Z-C-VI
609.0000,761.0000,-37.931581_-11.504155,538.0000,3123.0000,SC-24-Z-C,1834.0000,818.0000,0.885006867988006,1,140530,SC-24-Z-C-VI
955.0000,960.0000,-37.931581_-11.503796,610.0000,3154.0000,SC-24-Z-C,1989.0000,1040.0000,0.141756427230508,1,140498,SC-24-Z-C-VI
1297.0000,1284.0000,-37.931222_-11.504155,913.0000,3400.0000,SC-24-Z-C,2760.0000,1578.0000,0.947260643836581,1,140506,SC-24-Z-C-VI
762.0000,809.0000,-37.93194_-11.504873,584.0000,2961.0000,SC-24-Z-C,2082.0000,1040.0000,0.866132012077248,1,140542,SC-24-Z-C-VI
862.0000,940.0000,-37.932658_-11.505232,662.5000,3358.0000,SC-24-Z-C,2710.0000,1391.5000,0.787384015329732,1,140504,SC-24-Z-C-VI
1137.5000,1108.0000,-37.933017_-11.504514,779.5000,3157.5000,SC-24-Z-C,2571.5000,1335.0000,0.339228045308680,1,140532,SC-24-Z-C-VI
1081.0000,1041.5000,-37.935889_-11.503796,762.5000,3019.5000,SC-24-Z-C,2324.5000,1324.0000,0.245312130834051,1,140503,SC-24-Z-C-VI
1213.5000,1251.5000,-37.935171_-11.503437,894.0000,3261.0000,SC-24-Z-C,3065.0000,1690.0000,0.892076503230694,1,140496,SC-24-Z-C-VI
1109.5000,1162.5000,-37.934812_-11.503437,866.0000,3175.0000,SC-24-Z-C,2933.5000,1652.0000,0.723096684775263,1,140533,SC-24-Z-C-VI
1011.0000,1091.0000,-37.933735_-11.504155,746.0000,3233.0000,SC-24-Z-C,2703.0000,1577.0000,0.321351222642311,1,140525,SC-24-Z-C-VI
1068.0000,1041.0000,-37.933735_-11.503078,745.0000,3344.0000,SC-24-Z-C,2783.0000,1457.0000,0.981296535049158,1,140541,SC-24-Z-C-VI
1462.0000,1471.0000,-37.934453_-11.503078,1069.0000,3518.0000,SC-24-Z-C,3137.0000,1871.0000,0.697388543643130,1,140513,SC-24-Z-C-VI
1117.0000,1082.0000,-37.934812_-11.50236,818.0000,3153.0000,SC-24-Z-C,2542.0000,1708.0000,0.093370958692849,1,140512,SC-24-Z-C-VI
877.0000,877.0000,-37.933735_-11.502719,624.0000,3454.0000,SC-24-Z-C,2326.0000,1188.0000,0.361020673545724,1,140501,SC-24-Z-C-VI
955.0000,932.0000,-37.933376_-11.503078,725.0000,3046.0000,SC-24-Z-C,2346.0000,1164.0000,0.548765175403879,1,140518,SC-24-Z-C-VI
1176.0000,1188.0000,-37.933735_-11.50236,839.0000,3435.0000,SC-24-Z-C,2885.0000,1689.0000,0.853018566566226,1,140539,SC-24-Z-C-VI
1223.0000,1332.0000,-37.934094_-11.502001,887.0000,3510.0000,SC-24-Z-C,3008.0000,1733.0000,0.019302746977751,1,140499,SC-24-Z-C-VI
1805.0000,1661.0000,-37.935171_-11.502001,1146.0000,3393.0000,SC-24-Z-C,3458.0000,2149.0000,0.718589931343860,1,140516,SC-24-Z-C-VI
634.0000,818.0000,-37.935171_-11.502719,576.0000,3275.0000,SC-24-Z-C,2046.0000,1001.0000,0.922708208865060,1,140526,SC-24-Z-C-VI
1432.0000,1356.5000,-37.935889_-11.501642,1052.5000,3517.0000,SC-24-Z-C,3113.0000,1849.0000,0.070384613265154,1,140509,SC-24-Z-C-VI
1272.0000,1179.0000,-37.933017_-11.501642,876.5000,3139.0000,SC-24-Z-C,3102.5000,1868.5000,0.779725307505274,1,140508,SC-24-Z-C-VI
1275.0000,1207.0000,-37.933017_-11.501283,898.5000,3304.0000,SC-24-Z-C,3215.5000,1900.0000,0.449487419887712,1,140543,SC-24-Z-C-VI
1091.0000,1049.5000,-37.932299_-11.501283,794.5000,3219.5000,SC-24-Z-C,2860.0000,1640.5000,0.675490417558924,1,140520,SC-24-Z-C-VI
1034.5000,1057.5000,-37.932299_-11.501642,747.5000,3431.5000,SC-24-Z-C,2802.0000,1625.0000,0.584417839034465,1,140511,SC-24-Z-C-VI
1206.0000,1140.0000,-37.931581_-11.501642,800.0000,3354.0000,SC-24-Z-C,2846.0000,1580.0000,0.173471865165981,1,140534,SC-24-Z-C-VI
1048.0000,931.0000,-37.931222_-11.502001,692.0000,3032.0000,SC-24-Z-C,2310.0000,1272.0000,0.587163258553901,1,140531,SC-24-Z-C-VI
1107.0000,1080.0000,-37.931581_-11.501283,739.0000,3413.0000,SC-24-Z-C,2765.0000,1619.0000,0.503852886912881,1,140524,SC-24-Z-C-VI
882.5000,934.5000,-37.93194_-11.501642,615.0000,3386.5000,SC-24-Z-C,2530.0000,1395.5000,0.369011925172337,1,140497,SC-24-Z-C-VI
1431.5000,1366.5000,-37.932299_-11.500565,989.5000,3365.0000,SC-24-Z-C,3451.5000,1935.5000,0.359132442088020,1,140507,SC-24-Z-C-VI
1398.0000,1266.5000,-37.93194_-11.499847,771.5000,3233.0000,SC-24-Z-C,3030.5000,1933.0000,0.519510697116779,1,125559,SC-24-Z-C-III
1346.5000,1286.5000,-37.934812_-11.498052,957.5000,3160.0000,SC-24-Z-C,3026.5000,1860.0000,0.623230634128625,1,125558,SC-24-Z-C-III
1017.0000,1045.5000,-37.934094_-11.49518,681.0000,3299.0000,SC-24-Z-C,2494.5000,1333.5000,0.429054894059431,1,125601,SC-24-Z-C-III
1415.0000,1253.0000,-37.935889_-11.49518,1006.0000,3236.0000,SC-24-Z-C,3060.0000,1907.0000,0.069451038843579,1,125569,SC-24-Z-C-III
1640.0000,1447.0000,-37.935171_-11.494462,946.0000,3034.0000,SC-24-Z-C,3299.0000,2293.0000,0.147010385333305,1,125561,SC-24-Z-C-III
1239.0000,1074.0000,-37.932658_-11.494821,704.0000,2886.0000,SC-24-Z-C,2666.0000,1782.0000,0.679253658145820,1,125599,SC-24-Z-C-III
818.0000,883.0000,-37.931581_-11.493026,586.0000,3144.0000,SC-24-Z-C,2457.0000,1317.0000,0.191794020222103,1,125562,SC-24-Z-C-III
1383.0000,1222.5000,-37.930863_-11.491231,832.0000,2678.0000,SC-24-Z-C,2745.0000,1925.5000,0.077525325664895,1,125595,SC-24-Z-C-III
1170.5000,970.5000,-37.929786_-11.490872,606.5000,2865.0000,SC-24-Z-C,2787.0000,1914.5000,0.558418764135247,1,125591,SC-24-Z-C-III
906.0000,952.0000,-37.929786_-11.49159,588.0000,2988.0000,SC-24-Z-C,2745.0000,1623.0000,0.288095967527987,1,125584,SC-24-Z-C-III
1624.0000,1402.0000,-37.927273_-11.490872,900.0000,3168.0000,SC-24-Z-C,3193.0000,2106.0000,0.343003624881123,1,125585,SC-24-Z-C-III
1412.0000,1201.0000,-37.928709_-11.490513,792.0000,2882.0000,SC-24-Z-C,3157.0000,2257.0000,0.827924072124055,1,125606,SC-24-Z-C-III
1605.0000,1407.0000,-37.930504_-11.489436,951.0000,2864.0000,SC-24-Z-C,3073.0000,2367.0000,0.504757200850452,1,125573,SC-24-Z-C-III
705.0000,787.0000,-37.929427_-11.489077,506.0000,3077.0000,SC-24-Z-C,2335.0000,1115.0000,0.764546358449187,1,125602,SC-24-Z-C-III
1472.0000,1158.0000,-37.931581_-11.488359,727.0000,3027.0000,SC-24-Z-C,3649.0000,2642.0000,0.960516613849738,1,125598,SC-24-Z-C-III
1878.0000,1508.0000,-37.932658_-11.488,977.0000,2869.0000,SC-24-Z-C,3528.0000,2812.0000,0.078446498372070,1,125588,SC-24-Z-C-III
1816.0000,1566.0000,-37.933376_-11.489436,1104.5000,3012.0000,SC-24-Z-C,3302.5000,2316.5000,0.573390789077660,1,125576,SC-24-Z-C-III
1285.0000,1144.0000,-37.931222_-11.490872,742.5000,2841.5000,SC-24-Z-C,2894.0000,1945.0000,0.977712077121806,1,125579,SC-24-Z-C-III
916.0000,1001.0000,-37.931581_-11.492667,689.0000,3348.0000,SC-24-Z-C,2362.0000,1352.0000,0.609005882608679,1,125609,SC-24-Z-C-III
1283.5000,1171.5000,-37.932299_-11.492308,801.5000,3156.0000,SC-24-Z-C,2869.0000,1915.0000,0.268549421424868,1,125593,SC-24-Z-C-III
1406.0000,1157.0000,-37.933017_-11.49159,724.0000,2849.0000,SC-24-Z-C,2995.0000,1861.0000,0.160177843391973,1,125560,SC-24-Z-C-III
1269.0000,1106.0000,-37.933735_-11.491949,729.0000,2912.0000,SC-24-Z-C,2543.5000,1633.0000,0.881125419116619,1,125607,SC-24-Z-C-III
1640.0000,1447.0000,-37.934453_-11.488,1064.0000,3183.0000,SC-24-Z-C,3217.0000,2137.0000,0.046617130296705,1,125592,SC-24-Z-C-III
1345.0000,1180.0000,-37.93553_-11.487282,755.0000,3054.5000,SC-24-Z-C,2801.5000,1872.0000,0.429487625232357,1,125572,SC-24-Z-C-III
1011.5000,1058.5000,-37.934812_-11.486564,624.0000,3471.0000,SC-24-Z-C,2721.5000,1757.0000,0.542692390321813,1,125581,SC-24-Z-C-III
1636.5000,1337.0000,-37.933017_-11.486923,880.0000,2833.0000,SC-24-Z-C,3562.5000,2864.0000,0.439931363138824,1,125566,SC-24-Z-C-III
1999.0000,1521.5000,-37.93194_-11.488,1046.0000,2830.5000,SC-24-Z-C,3877.0000,3158.0000,0.979934500366496,1,125586,SC-24-Z-C-III
1253.5000,1112.5000,-37.930863_-11.486923,801.5000,2832.0000,SC-24-Z-C,2908.0000,2088.0000,0.227816523961072,1,125589,SC-24-Z-C-III
1843.0000,1498.0000,-37.93194_-11.485846,1002.0000,2673.0000,SC-24-Z-C,3212.0000,2472.0000,0.365949377577023,1,125587,SC-24-Z-C-III
1993.0000,1511.0000,-37.933017_-11.485487,1043.0000,2754.0000,SC-24-Z-C,3666.0000,3036.0000,0.454605825477278,1,125567,SC-24-Z-C-III
1293.0000,1222.0000,-37.931581_-11.485128,880.0000,3054.0000,SC-24-Z-C,2925.0000,2026.0000,0.538694270666115,1,125600,SC-24-Z-C-III
1233.0000,1224.0000,-37.930863_-11.48441,838.0000,3150.0000,SC-24-Z-C,2980.0000,2105.0000,0.607112859952843,1,125564,SC-24-Z-C-III
956.0000,1006.0000,-37.931222_-11.48441,695.0000,3197.0000,SC-24-Z-C,2623.0000,1633.0000,0.665041815073435,1,125568,SC-24-Z-C-III
1510.0000,1285.5000,-37.932658_-11.484051,935.5000,2363.0000,SC-24-Z-C,3275.0000,2571.0000,0.040354302941503,1,125578,SC-24-Z-C-III
1310.5000,1226.0000,-37.934094_-11.483333,871.0000,2803.0000,SC-24-Z-C,2755.5000,1885.0000,0.018407998570659,1,125583,SC-24-Z-C-III
618.0000,722.0000,-37.935171_-11.482974,524.0000,3596.0000,SC-24-Z-C,1968.0000,949.0000,0.695650036995851,1,125571,SC-24-Z-C-III
1660.0000,1470.0000,-37.933376_-11.482974,1083.0000,2663.0000,SC-24-Z-C,3231.0000,2369.0000,0.819716997329311,1,125565,SC-24-Z-C-III
1836.0000,1477.0000,-37.933376_-11.479743,903.0000,3067.0000,SC-24-Z-C,3046.0000,2338.0000,0.905207748083934,1,125619,SC-24-Z-C-III
781.0000,832.0000,-37.932299_-11.480102,517.0000,2767.0000,SC-24-Z-C,1961.0000,1154.0000,0.326383362906411,1,125622,SC-24-Z-C-III
539.0000,710.0000,-37.931222_-11.478666,414.0000,3526.0000,SC-24-Z-C,1960.5000,897.5000,0.967386723090715,1,125614,SC-24-Z-C-III
1360.5000,1238.5000,-37.93194_-11.482974,864.5000,2927.5000,SC-24-Z-C,3094.5000,2238.0000,0.419619569926343,1,125603,SC-24-Z-C-III
1922.5000,1744.5000,-37.930863_-11.483333,1297.5000,2725.5000,SC-24-Z-C,3095.5000,2549.5000,0.557637660520505,1,125610,SC-24-Z-C-III
1566.0000,1362.5000,-37.930504_-11.482974,981.0000,2648.5000,SC-24-Z-C,3502.0000,2610.5000,0.237690679258388,1,125597,SC-24-Z-C-III
1801.0000,1364.5000,-37.927632_-11.482974,876.0000,2880.5000,SC-24-Z-C,3670.5000,2866.0000,0.922824514140393,1,125575,SC-24-Z-C-III
914.0000,983.0000,-37.929068_-11.48441,662.5000,3507.5000,SC-24-Z-C,2812.0000,1460.0000,0.441332785913047,1,125577,SC-24-Z-C-III
596.0000,745.0000,-37.929786_-11.484051,486.0000,3741.0000,SC-24-Z-C,1966.0000,857.0000,0.814486425405944,1,125563,SC-24-Z-C-III
571.0000,719.0000,-37.930145_-11.48441,467.0000,4466.0000,SC-24-Z-C,1788.0000,841.0000,0.332464668896627,1,125611,SC-24-Z-C-III
1669.0000,1303.0000,-37.930504_-11.487641,842.5000,3136.0000,SC-24-Z-C,3341.5000,2491.0000,0.012334498156887,1,125580,SC-24-Z-C-III
773.0000,936.0000,-37.929068_-11.488,553.0000,3265.0000,SC-24-Z-C,2603.0000,1323.0000,0.892115025171494,1,125574,SC-24-Z-C-III
1141.0000,1109.0000,-37.927991_-11.488359,723.0000,2893.0000,SC-24-Z-C,2641.0000,1778.0000,0.475687495475805,1,125596,SC-24-Z-C-III
1448.0000,1319.0000,-37.930504_-11.474358,873.0000,3392.0000,SC-24-Z-C,3234.0000,2091.0000,0.274451080899461,1,125623,SC-24-Z-C-III
806.0000,829.0000,-37.932299_-11.474717,545.0000,2942.0000,SC-24-Z-C,2330.0000,1299.0000,0.900094242988106,1,125618,SC-24-Z-C-III
1339.5000,1212.0000,-37.930863_-11.476512,852.5000,3588.0000,SC-24-Z-C,3294.0000,1969.5000,0.773859053343662,1,125620,SC-24-Z-C-III
1017.0000,1048.0000,-37.931581_-11.476512,724.0000,3764.0000,SC-24-Z-C,2320.0000,1279.0000,0.964682642470174,1,125628,SC-24-Z-C-III
629.0000,723.5000,-37.932299_-11.478307,485.5000,3072.0000,SC-24-Z-C,1751.5000,956.5000,0.839845724453786,1,125625,SC-24-Z-C-III
772.0000,828.0000,-37.933376_-11.476871,549.0000,3145.0000,SC-24-Z-C,2198.0000,1299.0000,0.705790087432198,1,125612,SC-24-Z-C-III
806.0000,912.0000,-37.933017_-11.476871,568.0000,3043.0000,SC-24-Z-C,2335.0000,1232.0000,0.186308367845791,1,125621,SC-24-Z-C-III
1511.0000,1392.0000,-37.933735_-11.477589,960.5000,3169.5000,SC-24-Z-C,3108.5000,2158.0000,0.420077378306042,1,125624,SC-24-Z-C-III
1183.0000,1088.0000,-37.934812_-11.476512,688.0000,2715.0000,SC-24-Z-C,2692.0000,1737.0000,0.616746899106446,1,125616,SC-24-Z-C-III
1053.0000,1062.0000,-37.934094_-11.475076,715.0000,3195.5000,SC-24-Z-C,2720.5000,1695.5000,0.470225204891018,1,125613,SC-24-Z-C-III
641.0000,758.0000,-37.930863_-11.473281,520.0000,3156.0000,SC-24-Z-C,2194.0000,1152.0000,0.646070413669187,1,125626,SC-24-Z-C-III
730.0000,766.0000,-37.936248_-11.475435,496.0000,3045.0000,SC-24-Z-C,2348.0000,1094.0000,0.983986315018085,1,125615,SC-24-Z-C-III
1227.5000,1143.5000,-37.936248_-11.476512,708.0000,2918.5000,SC-24-Z-C,2941.0000,1890.5000,0.123346387094380,1,125627,SC-24-Z-C-III
901.0000,907.5000,-37.937684_-11.476871,576.0000,3458.5000,SC-24-Z-C,2622.0000,1209.5000,0.192336602677747,1,125617,SC-24-Z-C-III
