red,green,code,blue,nir,maingrid,swir1,swir2,randomc,value,OGC_FID,subgrid
956.0000,1014.0000,-37.936607_-11.482256,739.0000,3664.0000,SC-24-Z-C,3004.0000,1481.0000,0.161337739361094,1,125590,SC-24-Z-C-III
881.0000,883.0000,-37.936966_-11.483333,619.0000,3333.0000,SC-24-Z-C,2602.0000,1260.0000,0.971737523353117,1,125582,SC-24-Z-C-III
1048.0000,1024.0000,-37.938761_-11.483333,680.5000,3711.0000,SC-24-Z-C,2979.5000,1649.5000,0.058157642985341,1,125570,SC-24-Z-C-III
1121.5000,1073.0000,-37.938761_-11.482615,696.5000,3187.0000,SC-24-Z-C,2886.5000,1708.0000,0.168743287841381,1,125594,SC-24-Z-C-III
802.0000,906.0000,-37.938043_-11.485487,538.0000,3385.0000,SC-24-Z-C,2779.0000,1509.0000,0.589840881302772,1,125604,SC-24-Z-C-III
734.0000,931.0000,-37.936966_-11.485846,583.0000,3439.0000,SC-24-Z-C,2613.0000,1235.0000,0.909753968859899,1,125605,SC-24-Z-C-III
1448.0000,1334.0000,-37.936248_-11.49518,926.0000,3235.0000,SC-24-Z-C,3060.0000,1789.0000,0.596692460776392,1,125608,SC-24-Z-C-III
1550.0000,1447.5000,-37.936248_-11.501283,1060.0000,3346.0000,SC-24-Z-C,3364.5000,2033.0000,0.928589496567678,1,140538,SC-24-Z-C-VI
990.0000,1044.5000,-37.936607_-11.501283,770.5000,3406.5000,SC-24-Z-C,2765.0000,1536.0000,0.612523259482203,1,140505,SC-24-Z-C-VI
1126.5000,1103.5000,-37.936966_-11.501283,795.5000,3285.5000,SC-24-Z-C,2996.0000,1652.0000,0.276894060441533,1,140529,SC-24-Z-C-VI
1104.5000,1117.5000,-37.936607_-11.503796,794.5000,3356.0000,SC-24-Z-C,2626.0000,1494.0000,0.589409853862899,1,140537,SC-24-Z-C-VI
1077.0000,1095.0000,-37.936966_-11.504155,766.0000,3681.0000,SC-24-Z-C,3289.0000,1694.0000,0.909061912588348,1,140528,SC-24-Z-C-VI
1077.0000,1095.0000,-37.936607_-11.504514,766.0000,3681.0000,SC-24-Z-C,3289.0000,1694.0000,0.282862771452374,1,140536,SC-24-Z-C-VI
995.5000,990.5000,-37.938402_-11.505591,752.5000,3212.0000,SC-24-Z-C,2318.5000,1250.0000,0.676686541389258,1,140495,SC-24-Z-C-VI
1267.0000,1056.0000,-38.217704_-11.314244,680.0000,3052.0000,SC-24-Z-C,3186.0000,2300.0000,0.909476200464163,1,298006,SC-24-Z-C-II
1158.5000,1043.0000,-38.218063_-11.313167,705.0000,2997.5000,SC-24-Z-C,2631.5000,1646.5000,0.947578991774783,1,298018,SC-24-Z-C-II
1447.0000,1354.0000,-38.151289_-11.510617,1042.0000,2777.0000,SC-24-Z-C,2611.0000,1889.5000,0.612709988144029,1,108453,SC-24-Z-C-V
1264.0000,1176.0000,-38.152007_-11.509181,812.0000,2763.0000,SC-24-Z-C,3011.0000,2227.0000,0.934368219365047,1,108460,SC-24-Z-C-V
1829.0000,1601.0000,-38.148417_-11.510258,1203.0000,3000.0000,SC-24-Z-C,3392.5000,2537.5000,0.639281088802475,1,108451,SC-24-Z-C-V
2077.0000,1805.5000,-38.148776_-11.512053,1353.5000,3141.0000,SC-24-Z-C,3652.5000,2792.5000,0.140911804126557,1,108457,SC-24-Z-C-V
2108.0000,1784.5000,-38.147699_-11.512412,1292.5000,3403.0000,SC-24-Z-C,3954.0000,2930.0000,0.232995807192829,1,108448,SC-24-Z-C-V
2176.5000,1969.0000,-38.149853_-11.511335,1522.5000,2838.0000,SC-24-Z-C,3227.5000,2636.0000,0.993077400155147,1,108449,SC-24-Z-C-V
1912.0000,1628.0000,-38.151648_-11.511694,1202.0000,3044.0000,SC-24-Z-C,3386.0000,2521.0000,0.566077316929792,1,108465,SC-24-Z-C-V
1783.0000,1504.0000,-38.151289_-11.51313,1093.0000,2920.0000,SC-24-Z-C,3508.0000,2699.0000,0.125046803302450,1,108454,SC-24-Z-C-V
1716.0000,1504.0000,-38.15093_-11.513489,1054.0000,2919.0000,SC-24-Z-C,3204.0000,2384.0000,0.247212237220310,1,108466,SC-24-Z-C-V
1729.0000,1456.0000,-38.15093_-11.515284,960.5000,3406.0000,SC-24-Z-C,3764.5000,2558.5000,0.167683571852069,1,108455,SC-24-Z-C-V
1715.0000,1504.0000,-38.149494_-11.513489,1055.0000,3038.0000,SC-24-Z-C,3341.0000,2539.0000,0.885878322211822,1,108464,SC-24-Z-C-V
2110.0000,1868.0000,-38.149135_-11.514207,1330.0000,2918.0000,SC-24-Z-C,3616.0000,2815.0000,0.597010805040472,1,108452,SC-24-Z-C-V
1955.0000,1660.0000,-38.148058_-11.514925,1196.0000,3040.0000,SC-24-Z-C,3588.0000,2776.0000,0.629834065541307,1,108467,SC-24-Z-C-V
1262.0000,1187.0000,-38.153084_-11.510976,859.5000,2431.0000,SC-24-Z-C,2364.0000,1734.0000,0.178910297269826,1,108458,SC-24-Z-C-V
1340.0000,1241.0000,-38.14734_-11.518156,861.0000,3185.0000,SC-24-Z-C,2749.0000,1672.0000,0.047915153988366,1,108450,SC-24-Z-C-V
1427.0000,1276.0000,-38.14734_-11.515284,757.0000,3404.0000,SC-24-Z-C,4069.0000,2720.0000,0.134048192880929,1,108456,SC-24-Z-C-V
2306.0000,1909.0000,-38.14734_-11.51313,1330.0000,3403.0000,SC-24-Z-C,4192.0000,3129.0000,0.631119189242898,1,108462,SC-24-Z-C-V
1376.0000,1204.0000,-38.146263_-11.512053,852.0000,3525.0000,SC-24-Z-C,3579.0000,2141.0000,0.286567048404734,1,108461,SC-24-Z-C-V
1427.5000,1310.5000,-38.015946_-11.657807,965.0000,3431.5000,SC-24-Z-C,2840.5000,1788.5000,0.595685599718113,1,108418,SC-24-Z-C-V
1023.5000,1010.0000,-38.016305_-11.658525,698.0000,3531.0000,SC-24-Z-C,2717.5000,1728.5000,0.841576381386297,1,108437,SC-24-Z-C-V
953.0000,931.0000,-38.016664_-11.659961,639.0000,2823.0000,SC-24-Z-C,2389.0000,1655.0000,0.325218828252376,1,108429,SC-24-Z-C-V
1099.0000,1013.0000,-38.017023_-11.659602,707.0000,3120.0000,SC-24-Z-C,2212.0000,1479.0000,0.223302479244392,1,108427,SC-24-Z-C-V
1558.0000,1356.5000,-38.020254_-11.659961,970.0000,2684.0000,SC-24-Z-C,2962.5000,2079.5000,0.972472787998610,1,108432,SC-24-Z-C-V
1076.0000,1091.0000,-38.019536_-11.66032,777.0000,2999.0000,SC-24-Z-C,2248.0000,1299.0000,0.412771250438871,1,108424,SC-24-Z-C-V
1325.0000,1234.5000,-38.018818_-11.660679,919.5000,2817.5000,SC-24-Z-C,2359.0000,1675.5000,0.578085040718948,1,108422,SC-24-Z-C-V
641.0000,656.0000,-38.020613_-11.661038,412.0000,2541.0000,SC-24-Z-C,1700.0000,905.0000,0.871770549874954,1,108415,SC-24-Z-C-V
1149.0000,1094.0000,-38.020613_-11.662115,691.0000,2726.0000,SC-24-Z-C,2256.0000,1479.0000,0.664431696262161,1,108414,SC-24-Z-C-V
1240.0000,1094.0000,-38.020613_-11.662474,781.0000,2484.0000,SC-24-Z-C,2340.0000,1810.0000,0.446971754396754,1,108433,SC-24-Z-C-V
1181.0000,1021.0000,-38.017382_-11.662115,682.0000,2684.0000,SC-24-Z-C,2705.0000,1837.0000,0.109192555703922,1,108421,SC-24-Z-C-V
1356.0000,1208.5000,-38.015946_-11.661397,854.5000,2426.0000,SC-24-Z-C,2774.5000,1905.0000,0.785584556110411,1,108430,SC-24-Z-C-V
1133.0000,1088.0000,-38.01451_-11.661756,761.0000,3384.0000,SC-24-Z-C,2611.5000,1616.0000,0.182565004947384,1,108420,SC-24-Z-C-V
1226.0000,1043.0000,-38.015587_-11.663551,715.0000,2568.0000,SC-24-Z-C,2554.0000,1745.0000,0.029319619595399,1,108428,SC-24-Z-C-V
637.5000,756.0000,-38.016305_-11.665346,510.0000,3404.5000,SC-24-Z-C,1960.0000,957.5000,0.914496770572474,1,108425,SC-24-Z-C-V
1233.5000,1141.5000,-38.017023_-11.663551,859.5000,2779.0000,SC-24-Z-C,2822.0000,1963.0000,0.389766716609068,1,108431,SC-24-Z-C-V
890.0000,878.0000,-38.018818_-11.663551,608.0000,3025.5000,SC-24-Z-C,2345.5000,1516.5000,0.645234683901145,1,108423,SC-24-Z-C-V
523.5000,611.0000,-38.019177_-11.663192,375.0000,3402.5000,SC-24-Z-C,1393.5000,654.5000,0.458598576683204,1,108419,SC-24-Z-C-V
836.5000,853.0000,-38.020613_-11.66391,582.5000,3189.5000,SC-24-Z-C,2366.5000,1372.5000,0.973648280283913,1,108435,SC-24-Z-C-V
572.0000,659.5000,-38.016305_-11.665705,459.5000,3064.5000,SC-24-Z-C,1646.0000,801.0000,0.969580941951335,1,108426,SC-24-Z-C-V
999.0000,1025.5000,-38.02169_-11.66391,699.0000,2936.5000,SC-24-Z-C,2541.0000,1801.5000,0.410349681020083,1,108416,SC-24-Z-C-V
1086.0000,942.0000,-38.022408_-11.662474,675.5000,2423.5000,SC-24-Z-C,2397.5000,1630.0000,0.884614549946473,1,108436,SC-24-Z-C-V
1191.5000,1036.5000,-38.023126_-11.662474,729.0000,2328.0000,SC-24-Z-C,2480.5000,1807.5000,0.833303497398957,1,108417,SC-24-Z-C-V
1354.5000,1192.0000,-38.02169_-11.662115,853.0000,2200.0000,SC-24-Z-C,2556.5000,1845.0000,0.263027060499190,1,108434,SC-24-Z-C-V
1509.0000,1244.5000,-38.080925_-11.661397,766.0000,2670.0000,SC-24-Z-C,3039.0000,2224.0000,0.384674318776949,1,108439,SC-24-Z-C-V
833.0000,762.0000,-38.081284_-11.661756,499.0000,2785.0000,SC-24-Z-C,2461.5000,1625.5000,0.321699467634762,1,108444,SC-24-Z-C-V
767.0000,762.5000,-38.078771_-11.661038,517.0000,3001.0000,SC-24-Z-C,2338.5000,1367.0000,0.789909935231573,1,108447,SC-24-Z-C-V
1510.0000,1378.0000,-38.076258_-11.661038,905.0000,2786.0000,SC-24-Z-C,2953.0000,2097.0000,0.879672702241318,1,108441,SC-24-Z-C-V
1441.0000,1159.0000,-38.075899_-11.661038,808.0000,2881.0000,SC-24-Z-C,3391.0000,2576.0000,0.639460799307379,1,108446,SC-24-Z-C-V
1273.0000,1076.0000,-38.075181_-11.660679,665.0000,2939.0000,SC-24-Z-C,3007.0000,1869.0000,0.778131204792155,1,108445,SC-24-Z-C-V
1447.0000,1170.0000,-38.07554_-11.659602,745.0000,2728.5000,SC-24-Z-C,3151.5000,2179.0000,0.478241077854622,1,108440,SC-24-Z-C-V
895.0000,818.0000,-38.077694_-11.659602,483.0000,2938.0000,SC-24-Z-C,2339.0000,1195.0000,0.783400735762549,1,108443,SC-24-Z-C-V
855.5000,776.0000,-38.077335_-11.659961,534.5000,2919.0000,SC-24-Z-C,2264.5000,1167.0000,0.750060943533621,1,108438,SC-24-Z-C-V
1362.0000,1239.0000,-38.078412_-11.66032,930.0000,2353.0000,SC-24-Z-C,2872.0000,2301.0000,0.294238084105856,1,108442,SC-24-Z-C-V
1902.0000,1559.0000,-38.359509_-11.789201,1040.0000,2889.0000,SC-24-Z-C,3716.0000,3052.0000,0.070067641160363,1,108410,SC-24-Z-C-V
1630.0000,1384.0000,-38.354483_-11.798535,935.0000,3334.0000,SC-24-Z-C,3464.0000,2652.0000,0.465864858473294,1,108412,SC-24-Z-C-V
2002.0000,1600.0000,-38.356996_-11.798535,1040.0000,3211.0000,SC-24-Z-C,4715.0000,3569.0000,0.140163508053032,1,108385,SC-24-Z-C-V
1535.0000,1229.0000,-38.356637_-11.797817,798.0000,2920.0000,SC-24-Z-C,3712.0000,2732.0000,0.301794238719479,1,108370,SC-24-Z-C-V
1852.5000,1474.0000,-38.356637_-11.797458,979.0000,3127.5000,SC-24-Z-C,4354.0000,3296.5000,0.887689329811715,1,108397,SC-24-Z-C-V
1488.0000,1247.5000,-38.358073_-11.793509,811.5000,3373.5000,SC-24-Z-C,3616.0000,2701.0000,0.180956004339609,1,108408,SC-24-Z-C-V
1334.0000,1146.5000,-38.356637_-11.794945,792.5000,2785.0000,SC-24-Z-C,2980.0000,2296.0000,0.473667657589353,1,108406,SC-24-Z-C-V
1115.0000,1022.0000,-38.357355_-11.794586,664.5000,3414.5000,SC-24-Z-C,2974.5000,1997.0000,0.076871505449710,1,108378,SC-24-Z-C-V
1201.0000,1064.0000,-38.35556_-11.794586,676.0000,3249.0000,SC-24-Z-C,3126.0000,2144.0000,0.849083801717176,1,108371,SC-24-Z-C-V
1228.5000,1118.5000,-38.354124_-11.797099,773.5000,3231.0000,SC-24-Z-C,3197.5000,2198.5000,0.724666769736810,1,108391,SC-24-Z-C-V
1469.0000,1229.0000,-38.35556_-11.796381,797.0000,3410.0000,SC-24-Z-C,3518.0000,2663.0000,0.169547563310918,1,108398,SC-24-Z-C-V
1717.5000,1410.0000,-38.355201_-11.797458,927.0000,3107.0000,SC-24-Z-C,4145.5000,3036.5000,0.487038600587603,1,108390,SC-24-Z-C-V
1380.5000,1160.0000,-38.353406_-11.796381,793.5000,3149.0000,SC-24-Z-C,3464.0000,2598.5000,0.880935987253512,1,108388,SC-24-Z-C-V
2087.5000,1744.5000,-38.35197_-11.798176,1201.0000,3108.5000,SC-24-Z-C,3966.0000,3137.5000,0.526625022725991,1,108384,SC-24-Z-C-V
1516.0000,1264.0000,-38.350175_-11.795304,914.5000,2555.5000,SC-24-Z-C,3017.0000,2379.0000,0.239307267690828,1,108413,SC-24-Z-C-V
1868.0000,1553.0000,-38.35197_-11.794227,1039.0000,3294.0000,SC-24-Z-C,3687.0000,2709.0000,0.956331465713883,1,108375,SC-24-Z-C-V
1301.0000,1144.0000,-38.350893_-11.796022,752.0000,3449.0000,SC-24-Z-C,3579.0000,2547.0000,0.406576596825325,1,108372,SC-24-Z-C-V
1630.0000,1342.0000,-38.35197_-11.794586,955.0000,3457.0000,SC-24-Z-C,3622.0000,2514.0000,0.989902749764426,1,108399,SC-24-Z-C-V
1905.0000,1519.0000,-38.352688_-11.794227,977.0000,3292.0000,SC-24-Z-C,3857.0000,3051.0000,0.805777227843305,1,108409,SC-24-Z-C-V
1358.0000,1232.0000,-38.353047_-11.792432,892.0000,3169.0000,SC-24-Z-C,3186.0000,2493.0000,0.794666718708458,1,108382,SC-24-Z-C-V
1345.5000,1179.0000,-38.351252_-11.794227,780.5000,3130.0000,SC-24-Z-C,3298.0000,2339.5000,0.076330416934610,1,108404,SC-24-Z-C-V
1499.5000,1200.5000,-38.350175_-11.794586,811.0000,2967.0000,SC-24-Z-C,3464.5000,2659.5000,0.557852264021531,1,108401,SC-24-Z-C-V
1872.0000,1602.0000,-38.351611_-11.790996,1157.0000,3090.0000,SC-24-Z-C,3784.0000,2867.0000,0.193328009789171,1,108386,SC-24-Z-C-V
1502.0000,1228.0000,-38.352329_-11.789919,814.0000,2840.0000,SC-24-Z-C,3457.0000,2670.0000,0.677993695584301,1,108376,SC-24-Z-C-V
1936.0000,1519.0000,-38.353765_-11.78956,997.0000,3006.0000,SC-24-Z-C,3631.0000,2932.0000,0.010251973790978,1,108389,SC-24-Z-C-V
1669.0000,1357.0000,-38.35556_-11.78956,912.0000,2965.0000,SC-24-Z-C,3688.0000,2903.0000,0.525561289405337,1,108383,SC-24-Z-C-V
1201.0000,1063.0000,-38.354124_-11.793509,654.0000,3250.0000,SC-24-Z-C,3603.0000,2545.0000,0.293444821539240,1,108380,SC-24-Z-C-V
1335.0000,1022.0000,-38.354483_-11.79315,664.0000,3168.0000,SC-24-Z-C,3407.0000,2545.0000,0.825524275315493,1,108394,SC-24-Z-C-V
1803.0000,1477.0000,-38.35556_-11.79315,912.0000,3490.0000,SC-24-Z-C,4161.0000,3344.0000,0.652119146953386,1,108367,SC-24-Z-C-V
1435.0000,1187.0000,-38.355201_-11.791714,736.0000,3250.0000,SC-24-Z-C,3518.0000,2824.0000,0.432401019096169,1,108369,SC-24-Z-C-V
1301.0000,1105.0000,-38.35556_-11.791355,736.0000,3085.0000,SC-24-Z-C,3266.0000,2344.0000,0.038811529336586,1,108396,SC-24-Z-C-V
1167.0000,1022.0000,-38.356637_-11.791714,656.0000,2881.0000,SC-24-Z-C,3294.0000,2344.0000,0.853586050247425,1,108407,SC-24-Z-C-V
1201.0000,1064.0000,-38.356637_-11.792432,718.0000,3490.0000,SC-24-Z-C,3294.0000,2423.0000,0.885068812025409,1,108379,SC-24-Z-C-V
2103.0000,1559.0000,-38.357714_-11.792791,1039.0000,3289.0000,SC-24-Z-C,4439.0000,3489.0000,0.706527824932307,1,108381,SC-24-Z-C-V
1769.0000,1436.0000,-38.356278_-11.790637,919.0000,3169.0000,SC-24-Z-C,3769.0000,3059.0000,0.612936228755826,1,108387,SC-24-Z-C-V
964.0000,856.0000,-38.35556_-11.788483,595.0000,2882.0000,SC-24-Z-C,2762.0000,1865.0000,0.896698678021874,1,108374,SC-24-Z-C-V
1267.0000,1062.0000,-38.353406_-11.787765,714.0000,2596.0000,SC-24-Z-C,3295.0000,2505.0000,0.686486404009808,1,108373,SC-24-Z-C-V
1569.0000,1353.0000,-38.354842_-11.787406,999.0000,2727.0000,SC-24-Z-C,3511.0000,2785.0000,0.612817523214506,1,108402,SC-24-Z-C-V
1605.0000,1275.0000,-38.354124_-11.786688,893.0000,2607.0000,SC-24-Z-C,3355.0000,2693.0000,0.703859991548021,1,108368,SC-24-Z-C-V
1538.0000,1191.0000,-38.350534_-11.783816,810.0000,2646.0000,SC-24-Z-C,3429.0000,2785.0000,0.227139484315777,1,108403,SC-24-Z-C-V
1334.0000,1145.0000,-38.350534_-11.787047,792.0000,2804.0000,SC-24-Z-C,3271.0000,2468.0000,0.489329977185705,1,108392,SC-24-Z-C-V
1505.0000,1232.0000,-38.35197_-11.784893,835.0000,2365.0000,SC-24-Z-C,3265.0000,2746.0000,0.303432887744302,1,108405,SC-24-Z-C-V
1605.0000,1441.0000,-38.352688_-11.786329,1036.0000,2923.0000,SC-24-Z-C,2938.0000,2318.0000,0.998533415760966,1,108395,SC-24-Z-C-V
1837.0000,1643.0000,-38.351611_-11.78597,1223.0000,2607.0000,SC-24-Z-C,3402.0000,2825.0000,0.080568647853324,1,108377,SC-24-Z-C-V
1468.0000,1232.0000,-38.353406_-11.787047,913.0000,2285.0000,SC-24-Z-C,3048.0000,2573.0000,0.679552318781647,1,108400,SC-24-Z-C-V
863.0000,898.0000,-38.34838_-11.788483,582.0000,2674.0000,SC-24-Z-C,2938.0000,1461.0000,0.447464754398802,1,108393,SC-24-Z-C-V
1394.5000,1083.5000,-38.575986_-11.60288,725.0000,3009.0000,SC-24-Z-C,3750.0000,2923.5000,0.507150170934774,1,56635,SC-24-Z-C-IV
1164.0000,1078.0000,-38.578499_-11.603239,558.0000,3613.5000,SC-24-Z-C,3319.5000,2177.5000,0.808269296185111,1,56638,SC-24-Z-C-IV
1322.0000,1131.0000,-38.578499_-11.603598,665.0000,3408.0000,SC-24-Z-C,3231.0000,2081.0000,0.104254917416220,1,56646,SC-24-Z-C-IV
1646.5000,1235.0000,-38.578858_-11.603239,703.5000,3417.0000,SC-24-Z-C,3734.5000,2726.5000,0.421425235201563,1,56632,SC-24-Z-C-IV
1390.0000,1174.0000,-38.578858_-11.603598,726.0000,3368.0000,SC-24-Z-C,3101.0000,2126.0000,0.875679880022638,1,56637,SC-24-Z-C-IV
1967.0000,1432.5000,-38.579217_-11.601803,769.5000,3074.0000,SC-24-Z-C,3894.5000,3118.5000,0.740889033629698,1,56647,SC-24-Z-C-IV
1777.5000,1349.0000,-38.578499_-11.602162,754.5000,3230.5000,SC-24-Z-C,3845.0000,2910.5000,0.489236140300578,1,56644,SC-24-Z-C-IV
1150.5000,972.0000,-38.578858_-11.601444,621.0000,2999.0000,SC-24-Z-C,3134.5000,2174.5000,0.780848184805952,1,56628,SC-24-Z-C-IV
1789.5000,1554.5000,-38.580653_-11.602521,1039.0000,2548.0000,SC-24-Z-C,3498.5000,2930.5000,0.260379754517936,1,56631,SC-24-Z-C-IV
2010.0000,1708.0000,-38.580294_-11.602521,1163.0000,2605.5000,SC-24-Z-C,3489.5000,3023.5000,0.200875650164176,1,56645,SC-24-Z-C-IV
1852.0000,1450.0000,-38.580294_-11.604316,936.0000,2826.0000,SC-24-Z-C,3997.0000,3258.0000,0.554437028788448,1,56633,SC-24-Z-C-IV
931.0000,863.0000,-38.581371_-11.605034,483.0000,2865.0000,SC-24-Z-C,2341.0000,1671.0000,0.754143543011491,1,56643,SC-24-Z-C-IV
1971.5000,1411.5000,-38.579935_-11.605034,870.0000,2701.0000,SC-24-Z-C,3965.5000,3272.0000,0.263416798054248,1,56639,SC-24-Z-C-IV
1852.0000,1373.0000,-38.580653_-11.60647,828.0000,2825.0000,SC-24-Z-C,3863.0000,2934.0000,0.394333455868425,1,56640,SC-24-Z-C-IV
980.0000,863.0000,-38.582089_-11.607547,584.0000,2500.0000,SC-24-Z-C,2450.0000,1531.0000,0.011172126009003,1,56629,SC-24-Z-C-IV
1361.0000,1076.0000,-38.581371_-11.60647,594.0000,2583.0000,SC-24-Z-C,3231.0000,2644.0000,0.659801181179089,1,56634,SC-24-Z-C-IV
1361.0000,1076.0000,-38.581012_-11.605752,614.0000,2276.0000,SC-24-Z-C,3053.0000,2388.0000,0.434683073489384,1,56636,SC-24-Z-C-IV
904.5000,881.0000,-38.582807_-11.607547,536.5000,2962.0000,SC-24-Z-C,2550.5000,1559.5000,0.215956369312469,1,56641,SC-24-Z-C-IV
968.5000,825.0000,-38.583166_-11.607188,508.5000,2795.5000,SC-24-Z-C,2531.5000,1869.5000,0.502997489960998,1,56630,SC-24-Z-C-IV
666.0000,690.0000,-38.583525_-11.606829,412.0000,2687.5000,SC-24-Z-C,2081.0000,1300.0000,0.467884640319265,1,56642,SC-24-Z-C-IV
1656.5000,1292.0000,-38.331148_-11.372043,720.5000,3222.5000,SC-24-Z-C,3881.0000,2763.0000,0.579701415230337,1,297941,SC-24-Z-C-II
1358.5000,1049.0000,-38.333661_-11.370607,676.5000,2763.0000,SC-24-Z-C,3804.0000,2646.5000,0.113606634447418,1,298000,SC-24-Z-C-II
1532.0000,1216.5000,-38.333661_-11.370248,757.0000,3267.0000,SC-24-Z-C,4060.5000,3020.5000,0.910247978594279,1,297954,SC-24-Z-C-II
1658.0000,1300.5000,-38.332584_-11.369889,745.0000,3087.5000,SC-24-Z-C,4268.0000,3312.0000,0.764701630158220,1,297987,SC-24-Z-C-II
1470.0000,1173.0000,-38.333302_-11.367735,701.0000,3341.0000,SC-24-Z-C,4288.0000,3023.0000,0.250838771047589,1,297958,SC-24-Z-C-II
1469.0000,1148.0000,-38.330789_-11.36594,753.0000,2895.0000,SC-24-Z-C,4422.0000,3369.0000,0.438588308703715,1,297969,SC-24-Z-C-II
2040.0000,1523.0000,-38.33043_-11.364145,974.0000,3361.0000,SC-24-Z-C,4574.0000,3694.0000,0.957962574800806,1,297971,SC-24-Z-C-II
1919.0000,1479.0000,-38.332225_-11.364504,902.0000,3702.0000,SC-24-Z-C,4897.0000,4001.0000,0.586567994520942,1,297970,SC-24-Z-C-II
2041.0000,1648.0000,-38.331148_-11.363068,1075.0000,3389.0000,SC-24-Z-C,4452.0000,3796.0000,0.902837300791708,1,297988,SC-24-Z-C-II
1957.5000,1511.5000,-38.330071_-11.361991,980.0000,3077.5000,SC-24-Z-C,4051.5000,3257.5000,0.688566101225125,1,297966,SC-24-Z-C-II
2101.5000,1531.0000,-38.33043_-11.363427,975.5000,3229.0000,SC-24-Z-C,4707.5000,4119.0000,0.808575495035003,1,297978,SC-24-Z-C-II
1957.5000,1501.0000,-38.328994_-11.363786,950.5000,2997.0000,SC-24-Z-C,4244.5000,3499.5000,0.498061904052098,1,297979,SC-24-Z-C-II
1873.0000,1440.0000,-38.327558_-11.364863,932.0000,3301.0000,SC-24-Z-C,4738.0000,3875.0000,0.879299608590677,1,297947,SC-24-Z-C-II
1904.0000,1371.5000,-38.328635_-11.36594,885.0000,3282.0000,SC-24-Z-C,4772.0000,3909.5000,0.493615675629291,1,297953,SC-24-Z-C-II
1890.0000,1429.0000,-38.331507_-11.367376,899.0000,3631.5000,SC-24-Z-C,4973.5000,3968.0000,0.329708446113496,1,297989,SC-24-Z-C-II
1815.5000,1336.5000,-38.332225_-11.368094,824.5000,3311.5000,SC-24-Z-C,4731.5000,3560.5000,0.087651632141915,1,297968,SC-24-Z-C-II
1388.0000,1106.0000,-38.330071_-11.368094,675.0000,2699.0000,SC-24-Z-C,3305.0000,2318.0000,0.896887097892494,1,297944,SC-24-Z-C-II
1384.0000,1062.0000,-38.32325_-11.365581,633.0000,2648.0000,SC-24-Z-C,3420.0000,2513.0000,0.291855629488602,1,297961,SC-24-Z-C-II
1346.0000,1062.0000,-38.321814_-11.366658,633.0000,3051.0000,SC-24-Z-C,3242.0000,2370.0000,0.047574384476973,1,297975,SC-24-Z-C-II
1309.0000,1060.0000,-38.32325_-11.366299,593.0000,2611.0000,SC-24-Z-C,3769.0000,2674.0000,0.344825465150820,1,297994,SC-24-Z-C-II
1172.0000,1035.0000,-38.324686_-11.365222,675.0000,2819.0000,SC-24-Z-C,2818.0000,1961.0000,0.267668053070989,1,297967,SC-24-Z-C-II
1739.0000,1432.0000,-38.32684_-11.365222,926.0000,3222.0000,SC-24-Z-C,4656.0000,3796.0000,0.894983576590710,1,297995,SC-24-Z-C-II
1269.0000,1120.0000,-38.325763_-11.363068,696.0000,2805.0000,SC-24-Z-C,3383.0000,2319.0000,0.586552742924148,1,297977,SC-24-Z-C-II
1409.0000,1194.0000,-38.325404_-11.36235,746.5000,3073.5000,SC-24-Z-C,3272.0000,2247.0000,0.463984778876580,1,297943,SC-24-Z-C-II
1248.0000,1092.0000,-38.326122_-11.362709,714.5000,3083.0000,SC-24-Z-C,2862.5000,1856.5000,0.174221781987034,1,297957,SC-24-Z-C-II
2020.5000,1753.5000,-38.326481_-11.36235,1233.0000,3311.5000,SC-24-Z-C,3729.0000,2604.0000,0.032302042398345,1,297983,SC-24-Z-C-II
1813.0000,1461.0000,-38.325404_-11.361273,982.0000,2792.5000,SC-24-Z-C,3184.5000,2516.0000,0.754301714323796,1,297991,SC-24-Z-C-II
1905.0000,1529.0000,-38.325045_-11.360555,1042.0000,3081.0000,SC-24-Z-C,3187.0000,2239.0000,0.285915289765565,1,297985,SC-24-Z-C-II
1493.5000,1257.5000,-38.326481_-11.360555,798.0000,2919.0000,SC-24-Z-C,2790.5000,2039.0000,0.881040103130230,1,297955,SC-24-Z-C-II
1994.0000,1712.0000,-38.326122_-11.358042,1175.0000,2989.0000,SC-24-Z-C,3333.0000,2645.0000,0.738727988492234,1,297963,SC-24-Z-C-II
1752.0000,1481.0000,-38.324686_-11.358042,1028.0000,3028.0000,SC-24-Z-C,3347.0000,2471.0000,0.296728122513948,1,297981,SC-24-Z-C-II
1501.5000,1262.5000,-38.323968_-11.358401,772.0000,3408.0000,SC-24-Z-C,3031.5000,2136.5000,0.904569756805398,1,297990,SC-24-Z-C-II
1899.5000,1434.0000,-38.322173_-11.359837,907.0000,3195.5000,SC-24-Z-C,4169.0000,3271.5000,0.157304529004936,1,297946,SC-24-Z-C-II
1537.0000,1410.0000,-38.322891_-11.361632,852.0000,3331.0000,SC-24-Z-C,3775.0000,2777.0000,0.863371062439872,1,297997,SC-24-Z-C-II
1915.0000,1629.0000,-38.323968_-11.360196,934.0000,3380.0000,SC-24-Z-C,4308.0000,3009.0000,0.515205474713501,1,297960,SC-24-Z-C-II
1496.0000,1273.0000,-38.323968_-11.360914,858.0000,3131.0000,SC-24-Z-C,3701.0000,2342.0000,0.178999264700827,1,297950,SC-24-Z-C-II
